"annee";"profession_sante";"Num_dep";"hono_sans_depassement_moyens";"depassements_moyens"
"2013";"Chirurgiens";"82";"285551";"57441"
"2013";"Chirurgiens";"01";"268976";"109375"
"2013";"Chirurgiens";"15";"NS";"NS"
"2013";"Chirurgiens";"63";"281966";"107242"
"2013";"Chirurgiens";"69";"202541";"221700"
"2013";"Chirurgiens";"73";"211792";"114470"
"2013";"Chirurgiens";"04";"142463";"27113"
"2013";"Chirurgiens";"13";"193866";"79041"
"2013";"Chirurgiens";"83";"185926";"70963"
"2013";"Chirurgiens";"84";"218584";"105699"
"2013";"Chirurgiens";"2B";"281839";"59408"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"972";"130492";"132011"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"974";"160051";"88186"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"75";"83532";"134677"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"94";"108715";"140802"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"95";"130001";"178920"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"18";"137006";"148249"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"45";"139218";"155473"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"14";"140389";"141697"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"80";"152207";"131660"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"10";"131779";"115493"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"57";"131872";"131276"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"67";"124359";"137050"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"44";"115238";"91658"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"49";"137561";"110966"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"85";"141608";"114102"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"22";"131432";"110898"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"29";"119109";"102568"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"16";"123611";"121064"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"23";"144965";"149034"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"24";"123628";"127204"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"40";"113147";"113434"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"64";"96770";"100738"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"87";"121768";"119910"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"11";"117799";"117688"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"31";"97605";"97501"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"65";"108342";"104063"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"82";"123554";"115651"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"01";"107246";"128661"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"07";"125833";"135592"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"38";"114738";"145042"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"42";"142355";"145706"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"43";"135896";"131318"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"73";"113634";"142927"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"04";"103888";"114918"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"83";"111784";"113723"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"84";"110834";"121321"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"974";"179502";"332583"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"976";"0";"0"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"78";"126993";"366471"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"93";"142372";"342289"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"95";"143198";"372810"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"18";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"36";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"21";"303526";"550429"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"71";"235606";"409309"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"89";"175845";"335306"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"90";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"14";"282260";"558551"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"27";"166916";"326586"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"50";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"61";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"08";"271439";"452537"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"10";"210251";"354610"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"54";"223612";"349246"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"67";"178440";"358859"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"68";"210793";"414183"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"88";"194402";"326407"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"29";"136911";"207846"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"56";"172822";"263693"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"16";"215959";"312022"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"19";"244958";"489603"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"40";"176703";"323472"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"47";"142854";"259587"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"79";"114139";"255184"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"11";"181092";"297850"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"32";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"82";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"07";"182430";"323748"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"15";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"42";"315100";"620184"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"84";"137406";"289166"
"2013";"Dermatologues";"971";"131574";"32039"
"2013";"Dermatologues";"972";"88527";"33013"
"2013";"Dermatologues";"976";"0";"0"
"2013";"Dermatologues";"78";"160586";"59174"
"2013";"Dermatologues";"91";"111093";"40875"
"2013";"Dermatologues";"93";"114474";"40417"
"2013";"Dermatologues";"94";"102787";"39848"
"2013";"Dermatologues";"95";"118157";"50323"
"2013";"Dermatologues";"45";"135136";"34094"
"2013";"Dermatologues";"21";"123135";"24185"
"2013";"Dermatologues";"39";"NS";"NS"
"2013";"Dermatologues";"90";"NS";"NS"
"2013";"Dermatologues";"50";"177177";"3177"
"2013";"Dermatologues";"60";"159805";"28005"
"2013";"Dermatologues";"62";"174596";"25354"
"2013";"Dermatologues";"80";"197412";"55946"
"2013";"Dermatologues";"51";"160577";"31338"
"2013";"Dermatologues";"52";"169237";"31364"
"2013";"Dermatologues";"55";"NS";"NS"
"2013";"Dermatologues";"68";"168913";"45812"
"2013";"Dermatologues";"49";"133553";"5797"
"2013";"Dermatologues";"53";"213249";"2082"
"2013";"Dermatologues";"72";"142139";"12436"
"2013";"Dermatologues";"22";"149426";"2371"
"2013";"Dermatologues";"35";"146352";"10163"
"2013";"Dermatologues";"24";"149541";"19927"
"2013";"Dermatologues";"87";"168226";"22286"
"2013";"Dermatologues";"11";"165537";"22785"
"2013";"Dermatologues";"12";"136841";"691"
"2013";"Dermatologues";"48";"NS";"NS"
"2013";"Dermatologues";"01";"114028";"27606"
"2013";"Dermatologues";"07";"146373";"14253"
"2013";"Dermatologues";"26";"134163";"15829"
"2013";"Dermatologues";"38";"121325";"22965"
"2013";"Dermatologues";"42";"126782";"25899"
"2013";"Dermatologues";"69";"109921";"48866"
"2013";"Dermatologues";"74";"105089";"42258"
"2013";"Dermatologues";"83";"133494";"30323"
"2013";"Dermatologues";"2A";"NS";"NS"
"2013";"Endocrinologues";"972";"64974";"1228"
"2013";"Endocrinologues";"976";"0";"0"
"2013";"Endocrinologues";"75";"51299";"65720"
"2013";"Endocrinologues";"78";"57199";"42469"
"2013";"Endocrinologues";"94";"64551";"45369"
"2013";"Endocrinologues";"95";"86988";"31799"
"2013";"Endocrinologues";"36";"NS";"NS"
"2013";"Endocrinologues";"41";"NS";"NS"
"2013";"Endocrinologues";"45";"126414";"25867"
"2013";"Endocrinologues";"25";"81950";"36272"
"2013";"Endocrinologues";"89";"0";"0"
"2013";"Endocrinologues";"27";"NS";"NS"
"2013";"Endocrinologues";"50";"NS";"NS"
"2013";"Endocrinologues";"76";"103739";"33271"
"2013";"Endocrinologues";"59";"104130";"30600"
"2013";"Endocrinologues";"60";"NS";"NS"
"2013";"Endocrinologues";"52";"0";"0"
"2013";"Endocrinologues";"54";"100212";"22108"
"2013";"Endocrinologues";"55";"0";"0"
"2013";"Endocrinologues";"67";"98764";"48943"
"2013";"Endocrinologues";"49";"NS";"NS"
"2013";"Endocrinologues";"85";"NS";"NS"
"2013";"Endocrinologues";"16";"NS";"NS"
"2013";"Endocrinologues";"24";"NS";"NS"
"2013";"Endocrinologues";"40";"NS";"NS"
"2013";"Endocrinologues";"86";"60867";"14766"
"2013";"Endocrinologues";"09";"NS";"NS"
"2013";"Endocrinologues";"12";"NS";"NS"
"2013";"Endocrinologues";"30";"87023";"29030"
"2013";"Endocrinologues";"66";"125839";"22713"
"2013";"Endocrinologues";"82";"82616";"3583"
"2013";"Endocrinologues";"38";"82292";"25333"
"2013";"Endocrinologues";"42";"77188";"10781"
"2013";"Endocrinologues";"74";"96629";"29096"
"2013";"Endocrinologues";"05";"NS";"NS"
"2013";"Endocrinologues";"06";"64014";"49223"
"2013";"Endocrinologues";"13";"84240";"33225"
"2013";"Endocrinologues";"83";"73793";"46466"
"2013";"Ensemble des auxiliaires médicaux";"971";"103350";"240"
"2013";"Ensemble des auxiliaires médicaux";"973";"99042";"49"
"2013";"Ensemble des auxiliaires médicaux";"974";"101757";"27"
"2013";"Ensemble des auxiliaires médicaux";"77";"71629";"677"
"2013";"Ensemble des auxiliaires médicaux";"92";"63663";"4606"
"2013";"Ensemble des auxiliaires médicaux";"94";"69627";"1220"
"2013";"Ensemble des auxiliaires médicaux";"36";"76529";"163"
"2013";"Ensemble des auxiliaires médicaux";"41";"70355";"54"
"2013";"Ensemble des auxiliaires médicaux";"45";"74883";"144"
"2013";"Ensemble des auxiliaires médicaux";"39";"64526";"93"
"2013";"Ensemble des auxiliaires médicaux";"90";"81848";"99"
"2013";"Ensemble des auxiliaires médicaux";"02";"87312";"45"
"2013";"Ensemble des auxiliaires médicaux";"59";"78652";"149"
"2013";"Ensemble des auxiliaires médicaux";"54";"82878";"88"
"2013";"Ensemble des auxiliaires médicaux";"67";"82451";"699"
"2013";"Ensemble des auxiliaires médicaux";"88";"82515";"25"
"2013";"Ensemble des auxiliaires médicaux";"44";"59971";"123"
"2013";"Ensemble des auxiliaires médicaux";"53";"72866";"65"
"2013";"Ensemble des auxiliaires médicaux";"35";"66657";"179"
"2013";"Ensemble des auxiliaires médicaux";"19";"83635";"51"
"2013";"Ensemble des auxiliaires médicaux";"24";"75595";"56"
"2013";"Ensemble des auxiliaires médicaux";"33";"73915";"63"
"2013";"Ensemble des auxiliaires médicaux";"64";"63733";"105"
"2013";"Ensemble des auxiliaires médicaux";"86";"74479";"96"
"2013";"Ensemble des auxiliaires médicaux";"82";"72441";"20"
"2013";"Ensemble des auxiliaires médicaux";"01";"72788";"54"
"2013";"Ensemble des auxiliaires médicaux";"2A";"93557";"20"
"2013";"Ensemble des auxiliaires médicaux";"2B";"94169";"40"
"2013";"Ensemble des chirurgiens-dentistes";"971";"120635";"114989"
"2013";"Ensemble des chirurgiens-dentistes";"974";"160827";"97937"
"2013";"Ensemble des chirurgiens-dentistes";"976";"122079";"46626"
"2013";"Ensemble des chirurgiens-dentistes";"78";"114219";"171414"
"2013";"Ensemble des chirurgiens-dentistes";"93";"129397";"161535"
"2013";"Ensemble des chirurgiens-dentistes";"94";"109170";"151169"
"2013";"Ensemble des chirurgiens-dentistes";"36";"141376";"141657"
"2013";"Ensemble des chirurgiens-dentistes";"41";"146680";"168936"
"2013";"Ensemble des chirurgiens-dentistes";"21";"144281";"144512"
"2013";"Ensemble des chirurgiens-dentistes";"39";"142972";"147675"
"2013";"Ensemble des chirurgiens-dentistes";"71";"150028";"158240"
"2013";"Ensemble des chirurgiens-dentistes";"60";"135433";"173855"
"2013";"Ensemble des chirurgiens-dentistes";"57";"138590";"150273"
"2013";"Ensemble des chirurgiens-dentistes";"44";"120305";"104891"
"2013";"Ensemble des chirurgiens-dentistes";"49";"143054";"127230"
"2013";"Ensemble des chirurgiens-dentistes";"72";"164816";"165316"
"2013";"Ensemble des chirurgiens-dentistes";"19";"128014";"130348"
"2013";"Ensemble des chirurgiens-dentistes";"23";"144965";"149034"
"2013";"Ensemble des chirurgiens-dentistes";"24";"126965";"137928"
"2013";"Ensemble des chirurgiens-dentistes";"40";"116145";"123342"
"2013";"Ensemble des chirurgiens-dentistes";"64";"98693";"108088"
"2013";"Ensemble des chirurgiens-dentistes";"86";"134851";"138709"
"2013";"Ensemble des chirurgiens-dentistes";"87";"130749";"138979"
"2013";"Ensemble des chirurgiens-dentistes";"09";"110913";"111719"
"2013";"Ensemble des chirurgiens-dentistes";"46";"112348";"122569"
"2013";"Ensemble des chirurgiens-dentistes";"82";"125441";"121261"
"2013";"Ensemble des chirurgiens-dentistes";"03";"127720";"129942"
"2013";"Ensemble des chirurgiens-dentistes";"38";"120015";"163613"
"2013";"Ensemble des chirurgiens-dentistes";"43";"138341";"139134"
"2013";"Ensemble des chirurgiens-dentistes";"69";"115218";"147945"
"2013";"Ensemble des chirurgiens-dentistes";"04";"107898";"127444"
"2013";"Ensemble des chirurgiens-dentistes";"05";"95764";"110925"
"2013";"Ensemble des médecins";"971";"209590";"8890"
"2013";"Ensemble des médecins";"972";"195630";"13319"
"2013";"Ensemble des médecins";"974";"259780";"5916"
"2013";"Ensemble des médecins";"77";"189233";"33242"
"2013";"Ensemble des médecins";"78";"164637";"45061"
"2013";"Ensemble des médecins";"91";"185583";"33886"
"2013";"Ensemble des médecins";"92";"161470";"58347"
"2013";"Ensemble des médecins";"94";"162498";"36441"
"2013";"Ensemble des médecins";"45";"207512";"27990"
"2013";"Ensemble des médecins";"21";"197377";"24356"
"2013";"Ensemble des médecins";"25";"185453";"10957"
"2013";"Ensemble des médecins";"39";"166176";"10170"
"2013";"Ensemble des médecins";"71";"186926";"19056"
"2013";"Ensemble des médecins";"89";"199611";"16609"
"2013";"Ensemble des médecins";"90";"190520";"5764"
"2013";"Ensemble des médecins";"02";"209985";"8765"
"2013";"Ensemble des médecins";"62";"226889";"10229"
"2013";"Ensemble des médecins";"51";"221873";"23075"
"2013";"Ensemble des médecins";"54";"199913";"16768"
"2013";"Ensemble des médecins";"67";"187998";"30817"
"2013";"Ensemble des médecins";"88";"195011";"8893"
"2013";"Ensemble des médecins";"53";"212950";"5609"
"2013";"Ensemble des médecins";"85";"190315";"8957"
"2013";"Ensemble des médecins";"22";"198421";"5960"
"2013";"Ensemble des médecins";"17";"178024";"12514"
"2013";"Ensemble des médecins";"24";"198254";"10755"
"2013";"Ensemble des médecins";"64";"186242";"19937"
"2013";"Ensemble des médecins";"09";"155411";"3456"
"2013";"Ensemble des médecins";"32";"170458";"4197"
"2013";"Ensemble des médecins";"66";"204178";"9442"
"2013";"Ensemble des médecins";"07";"181820";"18683"
"2013";"Ensemble des médecins";"15";"197760";"2373"
"2013";"Ensemble des médecins";"43";"160596";"5290"
"2013";"Ensemble des médecins";"69";"172977";"57509"
"2013";"Ensemble des médecins";"74";"153042";"25582"
"2013";"Ensemble des médecins";"13";"167039";"15177"
"2013";"Ensemble des médecins";"2A";"197943";"8758"
"2013";"Ensemble des médecins";"2B";"201231";"14216"
"2013";"Ensemble des médecins généralistes";"972";"169421";"1812"
"2013";"Ensemble des médecins généralistes";"974";"229082";"288"
"2013";"Ensemble des médecins généralistes";"976";"166901";"165"
"2013";"Ensemble des médecins généralistes";"78";"135628";"12028"
"2013";"Ensemble des médecins généralistes";"91";"143602";"7823"
"2013";"Ensemble des médecins généralistes";"92";"123885";"17917"
"2013";"Ensemble des médecins généralistes";"93";"171875";"4481"
"2013";"Ensemble des médecins généralistes";"28";"157366";"3717"
"2013";"Ensemble des médecins généralistes";"45";"153271";"5801"
"2013";"Ensemble des médecins généralistes";"21";"138311";"2482"
"2013";"Ensemble des médecins généralistes";"25";"139185";"1856"
"2013";"Ensemble des médecins généralistes";"39";"149049";"2312"
"2013";"Ensemble des médecins généralistes";"58";"175008";"1122"
"2013";"Ensemble des médecins généralistes";"70";"165612";"884"
"2013";"Ensemble des médecins généralistes";"89";"158237";"4860"
"2013";"Ensemble des médecins généralistes";"27";"162943";"3534"
"2013";"Ensemble des médecins généralistes";"59";"163874";"2039"
"2013";"Ensemble des médecins généralistes";"60";"166840";"5310"
"2013";"Ensemble des médecins généralistes";"80";"168936";"1698"
"2013";"Ensemble des médecins généralistes";"08";"174592";"1009"
"2013";"Ensemble des médecins généralistes";"52";"168145";"2895"
"2013";"Ensemble des médecins généralistes";"54";"150303";"1290"
"2013";"Ensemble des médecins généralistes";"22";"153593";"1547"
"2013";"Ensemble des médecins généralistes";"16";"145865";"905"
"2013";"Ensemble des médecins généralistes";"19";"150848";"1924"
"2013";"Ensemble des médecins généralistes";"11";"150799";"696"
"2013";"Ensemble des médecins généralistes";"30";"145147";"1986"
"2013";"Ensemble des médecins généralistes";"65";"141228";"833"
"2013";"Ensemble des médecins généralistes";"82";"169328";"2299"
"2013";"Ensemble des médecins généralistes";"74";"116234";"5636"
"2013";"Ensemble des médecins généralistes";"05";"125377";"1931"
"2013";"Ensemble des médecins généralistes";"06";"120366";"7615"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"972";"237794";"31831"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"92";"189226";"88204"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"93";"258458";"45993"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"94";"186766";"62005"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"28";"300851";"39215"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"21";"271171";"51684"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"89";"283738";"40499"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"90";"262255";"11852"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"50";"287520";"27739"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"76";"284452";"29244"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"02";"279157";"21081"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"59";"288178";"46978"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"62";"316224";"27949"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"80";"323147";"33740"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"08";"257981";"13059"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"10";"250608";"46353"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"54";"262657";"36345"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"49";"262902";"30259"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"22";"274613";"13459"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"35";"254981";"17428"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"17";"255381";"31646"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"47";"305845";"30375"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"31";"240735";"24350"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"46";"182848";"1130"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"82";"313239";"31479"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"07";"230929";"44970"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"26";"252074";"34930"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"43";"245592";"20019"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"63";"250527";"28479"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"73";"216748";"43614"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"74";"202669";"52476"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"06";"208564";"57272"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"2B";"271897";"29240"
"2013";"Gynécologues médicaux et obstétriciens";"973";"223667";"5647"
"2013";"Gynécologues médicaux et obstétriciens";"976";"NS";"NS"
"2013";"Gynécologues médicaux et obstétriciens";"75";"95785";"144644"
"2013";"Gynécologues médicaux et obstétriciens";"77";"150677";"75298"
"2013";"Gynécologues médicaux et obstétriciens";"92";"121143";"89870"
"2013";"Gynécologues médicaux et obstétriciens";"95";"191762";"103557"
"2013";"Gynécologues médicaux et obstétriciens";"36";"122783";"77736"
"2013";"Gynécologues médicaux et obstétriciens";"70";"132428";"136"
"2013";"Gynécologues médicaux et obstétriciens";"71";"142969";"48733"
"2013";"Gynécologues médicaux et obstétriciens";"27";"153684";"38672"
"2013";"Gynécologues médicaux et obstétriciens";"51";"265087";"45773"
"2013";"Gynécologues médicaux et obstétriciens";"52";"129980";"67"
"2013";"Gynécologues médicaux et obstétriciens";"55";"NS";"NS"
"2013";"Gynécologues médicaux et obstétriciens";"49";"172963";"41614"
"2013";"Gynécologues médicaux et obstétriciens";"72";"205874";"50987"
"2013";"Gynécologues médicaux et obstétriciens";"29";"250247";"35125"
"2013";"Gynécologues médicaux et obstétriciens";"56";"187012";"18383"
"2013";"Gynécologues médicaux et obstétriciens";"16";"209226";"21775"
"2013";"Gynécologues médicaux et obstétriciens";"17";"146856";"20544"
"2013";"Gynécologues médicaux et obstétriciens";"19";"NS";"NS"
"2013";"Gynécologues médicaux et obstétriciens";"23";"NS";"NS"
"2013";"Gynécologues médicaux et obstétriciens";"40";"159219";"18405"
"2013";"Gynécologues médicaux et obstétriciens";"64";"171825";"36595"
"2013";"Gynécologues médicaux et obstétriciens";"09";"NS";"NS"
"2013";"Gynécologues médicaux et obstétriciens";"12";"153255";"16941"
"2013";"Gynécologues médicaux et obstétriciens";"31";"170563";"46237"
"2013";"Gynécologues médicaux et obstétriciens";"65";"218862";"33672"
"2013";"Gynécologues médicaux et obstétriciens";"07";"224570";"52757"
"2013";"Gynécologues médicaux et obstétriciens";"26";"156642";"27251"
"2013";"Gynécologues médicaux et obstétriciens";"42";"176254";"51638"
"2013";"Gynécologues médicaux et obstétriciens";"73";"147392";"40669"
"2013";"Gynécologues médicaux et obstétriciens";"13";"138672";"60113"
"2013";"Gynécologues médicaux et obstétriciens";"2A";"176667";"7124"
"2013";"Hépato-gastro-entérologues";"972";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"974";"236289";"81"
"2013";"Hépato-gastro-entérologues";"976";"0";"0"
"2013";"Hépato-gastro-entérologues";"78";"195653";"37215"
"2013";"Hépato-gastro-entérologues";"18";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"39";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"58";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"70";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"71";"208572";"11924"
"2013";"Hépato-gastro-entérologues";"14";"248519";"2371"
"2013";"Hépato-gastro-entérologues";"50";"258426";"1430"
"2013";"Hépato-gastro-entérologues";"02";"201449";"8645"
"2013";"Hépato-gastro-entérologues";"60";"239811";"3526"
"2013";"Hépato-gastro-entérologues";"67";"188919";"45287"
"2013";"Hépato-gastro-entérologues";"68";"187791";"30392"
"2013";"Hépato-gastro-entérologues";"29";"212834";"52"
"2013";"Hépato-gastro-entérologues";"35";"231816";"169"
"2013";"Hépato-gastro-entérologues";"17";"236506";"41488"
"2013";"Hépato-gastro-entérologues";"19";"240578";"37136"
"2013";"Hépato-gastro-entérologues";"23";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"40";"171651";"546"
"2013";"Hépato-gastro-entérologues";"86";"346455";"1281"
"2013";"Hépato-gastro-entérologues";"11";"269576";"47474"
"2013";"Hépato-gastro-entérologues";"46";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"48";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"66";"248940";"2576"
"2013";"Hépato-gastro-entérologues";"81";"194095";"96"
"2013";"Hépato-gastro-entérologues";"82";"234168";"6899"
"2013";"Hépato-gastro-entérologues";"15";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"26";"210212";"36351"
"2013";"Hépato-gastro-entérologues";"38";"165899";"58454"
"2013";"Hépato-gastro-entérologues";"69";"209252";"127725"
"2013";"Hépato-gastro-entérologues";"05";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"06";"193869";"36542"
"2013";"Hépato-gastro-entérologues";"83";"181965";"20755"
"2013";"Hépato-gastro-entérologues";"84";"194499";"14124"
"2013";"Hépato-gastro-entérologues";"2A";"253161";"4762"
"2013";"Infirmiers";"974";"127951";"1"
"2013";"Infirmiers";"976";"127762";"4"
"2013";"Infirmiers";"93";"103029";"22"
"2013";"Infirmiers";"18";"88600";"7"
"2013";"Infirmiers";"28";"79044";"20"
"2013";"Infirmiers";"37";"81095";"11"
"2013";"Infirmiers";"21";"93597";"6"
"2013";"Infirmiers";"39";"74299";"9"
"2013";"Infirmiers";"58";"96647";"11"
"2013";"Infirmiers";"70";"89591";"13"
"2013";"Infirmiers";"71";"80505";"12"
