"annee";"profession_sante";"Num_dep";"nombre_patients_uniques"
2021;"Cardiologues";"19";"1609"
2021;"Cardiologues";"24";"1532"
2021;"Cardiologues";"40";"1652"
2021;"Cardiologues";"79";"2140"
2021;"Cardiologues";"87";"2062"
2021;"Cardiologues";"30";"1558"
2021;"Cardiologues";"34";"1847"
2021;"Cardiologues";"03";"1472"
2021;"Cardiologues";"07";"1857"
2021;"Cardiologues";"38";"1330"
2021;"Cardiologues";"73";"1597"
2021;"Cardiologues";"74";"1355"
2021;"Cardiologues";"05";"1368"
2021;"Cardiologues";"2A";"1570"
2021;"Chirurgiens";"972";"804"
2021;"Chirurgiens";"974";"1057"
2021;"Chirurgiens";"75";"758"
2021;"Chirurgiens";"78";"1225"
2021;"Chirurgiens";"91";"1240"
2021;"Chirurgiens";"94";"1024"
2021;"Chirurgiens";"18";"934"
2021;"Chirurgiens";"41";"894"
2021;"Chirurgiens";"21";"1004"
2021;"Chirurgiens";"70";"614"
2021;"Chirurgiens";"71";"1040"
2021;"Chirurgiens";"02";"844"
2021;"Chirurgiens";"60";"937"
2021;"Chirurgiens";"55";"976"
2021;"Chirurgiens";"57";"1116"
2021;"Chirurgiens";"44";"1320"
2021;"Chirurgiens";"56";"1095"
2021;"Chirurgiens";"16";"1112"
2021;"Chirurgiens";"23";"NS"
2021;"Chirurgiens";"86";"819"
2021;"Chirurgiens";"87";"1179"
2021;"Chirurgiens";"09";"543"
2021;"Chirurgiens";"11";"863"
2021;"Chirurgiens";"34";"1077"
2021;"Chirurgiens";"48";"NS"
2021;"Chirurgiens";"03";"1118"
2021;"Chirurgiens";"73";"877"
2021;"Chirurgiens";"04";"882"
2021;"Chirurgiens";"2B";"1194"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"972";"684"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"77";"871"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"78";"818"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"92";"711"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"18";"891"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"28";"1022"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"21";"927"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"58";"856"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"70";"1008"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"50";"1010"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"02";"955"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"59";"895"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"62";"964"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"80";"1151"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"08";"996"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"55";"1013"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"68";"904"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"88";"892"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"72";"1086"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"35";"925"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"64";"684"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"79";"981"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"86";"980"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"12";"835"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"30";"727"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"31";"696"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"32";"759"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"34";"724"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"48";"909"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"63";"762"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"74";"784"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"05";"680"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"13";"698"
2021;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"84";"768"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"971";"NS"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"972";"653"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"973";"NS"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"976";"0"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"77";"1055"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"92";"852"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"94";"915"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"18";"NS"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"58";"NS"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"70";"0"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"89";"NS"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"14";"1726"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"27";"870"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"76";"1558"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"59";"1339"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"10";"1151"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"51";"1132"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"55";"932"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"44";"1205"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"85";"1581"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"35";"1329"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"47";"1205"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"86";"765"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"11";"1159"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"46";"792"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"65";"961"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"01";"1281"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"07";"929"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"15";"NS"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"38";"1600"
2021;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"43";"NS"
2021;"Dermatologues";"972";"1840"
2021;"Dermatologues";"92";"1939"
2021;"Dermatologues";"95";"2311"
2021;"Dermatologues";"14";"2705"
2021;"Dermatologues";"27";"3359"
2021;"Dermatologues";"61";"NS"
2021;"Dermatologues";"59";"2239"
2021;"Dermatologues";"60";"2920"
2021;"Dermatologues";"10";"2039"
2021;"Dermatologues";"35";"2522"
2021;"Dermatologues";"56";"2461"
2021;"Dermatologues";"17";"2760"
2021;"Dermatologues";"19";"4071"
2021;"Dermatologues";"24";"2646"
2021;"Dermatologues";"40";"2284"
2021;"Dermatologues";"64";"2358"
2021;"Dermatologues";"87";"3361"
2021;"Dermatologues";"09";"NS"
2021;"Dermatologues";"11";"2247"
2021;"Dermatologues";"34";"1950"
2021;"Dermatologues";"48";"NS"
2021;"Dermatologues";"82";"NS"
2021;"Dermatologues";"01";"1825"
2021;"Dermatologues";"03";"2747"
2021;"Dermatologues";"26";"2389"
2021;"Dermatologues";"42";"1897"
2021;"Dermatologues";"43";"NS"
2021;"Dermatologues";"69";"2114"
2021;"Dermatologues";"05";"2088"
2021;"Dermatologues";"06";"1716"
2021;"Dermatologues";"2B";"NS"
2021;"Endocrinologues";"971";"1839"
2021;"Endocrinologues";"973";"NS"
2021;"Endocrinologues";"75";"985"
2021;"Endocrinologues";"92";"1286"
2021;"Endocrinologues";"93";"2028"
2021;"Endocrinologues";"37";"1105"
2021;"Endocrinologues";"25";"NS"
2021;"Endocrinologues";"39";"0"
2021;"Endocrinologues";"70";"NS"
2021;"Endocrinologues";"71";"NS"
2021;"Endocrinologues";"90";"NS"
2021;"Endocrinologues";"61";"0"
2021;"Endocrinologues";"59";"1365"
2021;"Endocrinologues";"60";"NS"
2021;"Endocrinologues";"62";"1414"
2021;"Endocrinologues";"08";"NS"
2021;"Endocrinologues";"57";"1558"
2021;"Endocrinologues";"67";"1361"
2021;"Endocrinologues";"53";"NS"
2021;"Endocrinologues";"72";"NS"
2021;"Endocrinologues";"22";"0"
2021;"Endocrinologues";"16";"NS"
2021;"Endocrinologues";"23";"0"
2021;"Endocrinologues";"24";"NS"
2021;"Endocrinologues";"33";"1288"
2021;"Endocrinologues";"40";"NS"
2021;"Endocrinologues";"47";"NS"
2021;"Endocrinologues";"31";"1630"
2021;"Endocrinologues";"32";"NS"
2021;"Endocrinologues";"34";"1203"
2021;"Endocrinologues";"82";"NS"
2021;"Endocrinologues";"01";"1141"
2021;"Endocrinologues";"26";"1176"
2021;"Endocrinologues";"42";"NS"
2021;"Endocrinologues";"43";"0"
2021;"Endocrinologues";"63";"1732"
2021;"Endocrinologues";"73";"1179"
2021;"Endocrinologues";"74";"1678"
2021;"Endocrinologues";"06";"1330"
2021;"Endocrinologues";"13";"1359"
2021;"Endocrinologues";"2A";"NS"
2021;"Ensemble des auxiliaires médicaux";"976";"241"
2021;"Ensemble des auxiliaires médicaux";"77";"341"
2021;"Ensemble des auxiliaires médicaux";"95";"278"
2021;"Ensemble des auxiliaires médicaux";"37";"359"
2021;"Ensemble des auxiliaires médicaux";"45";"401"
2021;"Ensemble des auxiliaires médicaux";"21";"279"
2021;"Ensemble des auxiliaires médicaux";"25";"287"
2021;"Ensemble des auxiliaires médicaux";"39";"376"
2021;"Ensemble des auxiliaires médicaux";"58";"443"
2021;"Ensemble des auxiliaires médicaux";"71";"381"
2021;"Ensemble des auxiliaires médicaux";"89";"405"
2021;"Ensemble des auxiliaires médicaux";"14";"393"
2021;"Ensemble des auxiliaires médicaux";"27";"484"
2021;"Ensemble des auxiliaires médicaux";"76";"350"
2021;"Ensemble des auxiliaires médicaux";"02";"355"
2021;"Ensemble des auxiliaires médicaux";"59";"251"
2021;"Ensemble des auxiliaires médicaux";"49";"364"
2021;"Ensemble des auxiliaires médicaux";"53";"499"
2021;"Ensemble des auxiliaires médicaux";"72";"490"
2021;"Ensemble des auxiliaires médicaux";"22";"360"
2021;"Ensemble des auxiliaires médicaux";"29";"300"
2021;"Ensemble des auxiliaires médicaux";"87";"258"
2021;"Ensemble des auxiliaires médicaux";"12";"277"
2021;"Ensemble des auxiliaires médicaux";"30";"224"
2021;"Ensemble des auxiliaires médicaux";"32";"289"
2021;"Ensemble des auxiliaires médicaux";"65";"218"
2021;"Ensemble des auxiliaires médicaux";"66";"243"
2021;"Ensemble des auxiliaires médicaux";"82";"272"
2021;"Ensemble des auxiliaires médicaux";"01";"323"
2021;"Ensemble des auxiliaires médicaux";"07";"282"
2021;"Ensemble des auxiliaires médicaux";"15";"379"
2021;"Ensemble des auxiliaires médicaux";"26";"227"
2021;"Ensemble des auxiliaires médicaux";"38";"241"
2021;"Ensemble des auxiliaires médicaux";"43";"372"
2021;"Ensemble des auxiliaires médicaux";"63";"335"
2021;"Ensemble des auxiliaires médicaux";"69";"217"
2021;"Ensemble des auxiliaires médicaux";"73";"317"
2021;"Ensemble des auxiliaires médicaux";"04";"255"
2021;"Ensemble des auxiliaires médicaux";"84";"200"
2021;"Ensemble des chirurgiens-dentistes";"971";"690"
2021;"Ensemble des chirurgiens-dentistes";"973";"722"
2021;"Ensemble des chirurgiens-dentistes";"92";"722"
2021;"Ensemble des chirurgiens-dentistes";"93";"793"
2021;"Ensemble des chirurgiens-dentistes";"95";"835"
2021;"Ensemble des chirurgiens-dentistes";"28";"1050"
2021;"Ensemble des chirurgiens-dentistes";"39";"880"
2021;"Ensemble des chirurgiens-dentistes";"70";"1008"
2021;"Ensemble des chirurgiens-dentistes";"71";"1016"
2021;"Ensemble des chirurgiens-dentistes";"27";"986"
2021;"Ensemble des chirurgiens-dentistes";"80";"1181"
2021;"Ensemble des chirurgiens-dentistes";"08";"1021"
2021;"Ensemble des chirurgiens-dentistes";"52";"1034"
2021;"Ensemble des chirurgiens-dentistes";"67";"770"
2021;"Ensemble des chirurgiens-dentistes";"68";"924"
2021;"Ensemble des chirurgiens-dentistes";"53";"1347"
2021;"Ensemble des chirurgiens-dentistes";"35";"955"
2021;"Ensemble des chirurgiens-dentistes";"16";"979"
2021;"Ensemble des chirurgiens-dentistes";"24";"878"
2021;"Ensemble des chirurgiens-dentistes";"64";"698"
2021;"Ensemble des chirurgiens-dentistes";"87";"990"
2021;"Ensemble des chirurgiens-dentistes";"09";"780"
2021;"Ensemble des chirurgiens-dentistes";"30";"735"
2021;"Ensemble des chirurgiens-dentistes";"31";"722"
2021;"Ensemble des chirurgiens-dentistes";"46";"773"
2021;"Ensemble des chirurgiens-dentistes";"66";"781"
2021;"Ensemble des chirurgiens-dentistes";"03";"843"
2021;"Ensemble des chirurgiens-dentistes";"07";"837"
2021;"Ensemble des chirurgiens-dentistes";"26";"876"
2021;"Ensemble des chirurgiens-dentistes";"38";"862"
2021;"Ensemble des chirurgiens-dentistes";"42";"913"
2021;"Ensemble des chirurgiens-dentistes";"05";"679"
2021;"Ensemble des chirurgiens-dentistes";"06";"565"
2021;"Ensemble des chirurgiens-dentistes";"2B";"728"
2021;"Ensemble des médecins";"971";"1992"
2021;"Ensemble des médecins";"78";"2080"
2021;"Ensemble des médecins";"91";"2241"
2021;"Ensemble des médecins";"95";"2359"
2021;"Ensemble des médecins";"28";"2200"
2021;"Ensemble des médecins";"45";"2228"
2021;"Ensemble des médecins";"70";"1756"
2021;"Ensemble des médecins";"61";"1882"
2021;"Ensemble des médecins";"76";"2081"
2021;"Ensemble des médecins";"60";"2163"
2021;"Ensemble des médecins";"51";"2078"
2021;"Ensemble des médecins";"52";"1813"
2021;"Ensemble des médecins";"54";"1873"
2021;"Ensemble des médecins";"57";"2067"
2021;"Ensemble des médecins";"68";"1982"
2021;"Ensemble des médecins";"44";"2042"
2021;"Ensemble des médecins";"22";"1923"
2021;"Ensemble des médecins";"56";"1906"
2021;"Ensemble des médecins";"16";"1914"
2021;"Ensemble des médecins";"24";"1944"
2021;"Ensemble des médecins";"33";"1833"
2021;"Ensemble des médecins";"30";"1990"
2021;"Ensemble des médecins";"31";"1954"
2021;"Ensemble des médecins";"46";"1639"
2021;"Ensemble des médecins";"82";"2267"
2021;"Ensemble des médecins";"26";"1888"
2021;"Ensemble des médecins";"43";"1578"
2021;"Ensemble des médecins";"69";"1849"
2021;"Ensemble des médecins";"04";"1624"
2021;"Ensemble des médecins";"84";"1955"
2021;"Ensemble des médecins";"2A";"2171"
2021;"Ensemble des médecins généralistes";"973";"2661"
2021;"Ensemble des médecins généralistes";"976";"4031"
2021;"Ensemble des médecins généralistes";"78";"1778"
2021;"Ensemble des médecins généralistes";"91";"1809"
2021;"Ensemble des médecins généralistes";"93";"2105"
2021;"Ensemble des médecins généralistes";"25";"1531"
2021;"Ensemble des médecins généralistes";"90";"1503"
2021;"Ensemble des médecins généralistes";"27";"1700"
2021;"Ensemble des médecins généralistes";"76";"1599"
2021;"Ensemble des médecins généralistes";"02";"1924"
2021;"Ensemble des médecins généralistes";"60";"1694"
2021;"Ensemble des médecins généralistes";"10";"1878"
2021;"Ensemble des médecins généralistes";"51";"1479"
2021;"Ensemble des médecins généralistes";"44";"1541"
2021;"Ensemble des médecins généralistes";"49";"1425"
2021;"Ensemble des médecins généralistes";"53";"1759"
2021;"Ensemble des médecins généralistes";"85";"1697"
2021;"Ensemble des médecins généralistes";"35";"1582"
2021;"Ensemble des médecins généralistes";"23";"1292"
2021;"Ensemble des médecins généralistes";"24";"1422"
2021;"Ensemble des médecins généralistes";"47";"1706"
2021;"Ensemble des médecins généralistes";"79";"1621"
2021;"Ensemble des médecins généralistes";"86";"1439"
2021;"Ensemble des médecins généralistes";"87";"1319"
2021;"Ensemble des médecins généralistes";"46";"1429"
2021;"Ensemble des médecins généralistes";"48";"1426"
2021;"Ensemble des médecins généralistes";"65";"1378"
2021;"Ensemble des médecins généralistes";"81";"1457"
2021;"Ensemble des médecins généralistes";"03";"1397"
2021;"Ensemble des médecins généralistes";"15";"1351"
2021;"Ensemble des médecins généralistes";"26";"1450"
2021;"Ensemble des médecins généralistes";"38";"1494"
2021;"Ensemble des médecins généralistes";"73";"1440"
2021;"Ensemble des médecins généralistes";"05";"1394"
2021;"Ensemble des médecins généralistes";"06";"1429"
2021;"Ensemble des médecins généralistes";"13";"1566"
2021;"Ensemble des médecins généralistes";"83";"1536"
2021;"Ensemble des médecins généralistes";"84";"1488"
2021;"Ensemble des médecins généralistes";"2A";"1789"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"972";"2391"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"75";"1384"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"18";"2232"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"45";"2688"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"21";"2563"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"70";"2708"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"71";"2466"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"59";"2704"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"60";"2758"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"62";"2845"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"08";"2462"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"52";"2270"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"55";"2957"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"57";"2667"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"44";"2631"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"22";"2540"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"35";"2429"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"56";"2431"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"16";"2433"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"19";"2509"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"30";"2487"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"66";"2616"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"01";"2672"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"26";"2562"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"42";"2518"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"69";"2109"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"73";"2049"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"04";"2341"
2021;"Ensemble des médecins spécialistes (hors généralistes)";"05";"2017"
2021;"Gynécologues médicaux et obstétriciens";"971";"1396"
2021;"Gynécologues médicaux et obstétriciens";"973";"1556"
2021;"Gynécologues médicaux et obstétriciens";"974";"1855"
2021;"Gynécologues médicaux et obstétriciens";"976";"NS"
2021;"Gynécologues médicaux et obstétriciens";"75";"1201"
2021;"Gynécologues médicaux et obstétriciens";"94";"1881"
2021;"Gynécologues médicaux et obstétriciens";"18";"1965"
2021;"Gynécologues médicaux et obstétriciens";"41";"2123"
2021;"Gynécologues médicaux et obstétriciens";"45";"1778"
2021;"Gynécologues médicaux et obstétriciens";"39";"1439"
2021;"Gynécologues médicaux et obstétriciens";"58";"1881"
2021;"Gynécologues médicaux et obstétriciens";"71";"1625"
2021;"Gynécologues médicaux et obstétriciens";"90";"1444"
2021;"Gynécologues médicaux et obstétriciens";"14";"2005"
2021;"Gynécologues médicaux et obstétriciens";"50";"1497"
2021;"Gynécologues médicaux et obstétriciens";"61";"1285"
2021;"Gynécologues médicaux et obstétriciens";"60";"1951"
2021;"Gynécologues médicaux et obstétriciens";"08";"851"
2021;"Gynécologues médicaux et obstétriciens";"10";"1391"
2021;"Gynécologues médicaux et obstétriciens";"51";"2196"
2021;"Gynécologues médicaux et obstétriciens";"55";"1828"
2021;"Gynécologues médicaux et obstétriciens";"44";"1741"
2021;"Gynécologues médicaux et obstétriciens";"53";"NS"
2021;"Gynécologues médicaux et obstétriciens";"35";"1693"
2021;"Gynécologues médicaux et obstétriciens";"23";"NS"
2021;"Gynécologues médicaux et obstétriciens";"86";"1638"
2021;"Gynécologues médicaux et obstétriciens";"46";"1929"
2021;"Gynécologues médicaux et obstétriciens";"01";"1891"
2021;"Gynécologues médicaux et obstétriciens";"07";"1866"
2021;"Gynécologues médicaux et obstétriciens";"43";"1382"
2021;"Gynécologues médicaux et obstétriciens";"63";"1728"
2021;"Gynécologues médicaux et obstétriciens";"73";"1529"
2021;"Gynécologues médicaux et obstétriciens";"74";"1668"
2021;"Gynécologues médicaux et obstétriciens";"05";"NS"
2021;"Gynécologues médicaux et obstétriciens";"83";"1748"
2021;"Gynécologues médicaux et obstétriciens";"84";"1833"
2021;"Hépato-gastro-entérologues";"971";"1683"
2021;"Hépato-gastro-entérologues";"972";"1845"
2021;"Hépato-gastro-entérologues";"976";"0"
2021;"Hépato-gastro-entérologues";"75";"1063"
2021;"Hépato-gastro-entérologues";"78";"1596"
2021;"Hépato-gastro-entérologues";"18";"NS"
2021;"Hépato-gastro-entérologues";"37";"1421"
2021;"Hépato-gastro-entérologues";"45";"1690"
2021;"Hépato-gastro-entérologues";"21";"1560"
2021;"Hépato-gastro-entérologues";"14";"1710"
2021;"Hépato-gastro-entérologues";"27";"1559"
2021;"Hépato-gastro-entérologues";"61";"NS"
2021;"Hépato-gastro-entérologues";"76";"1576"
2021;"Hépato-gastro-entérologues";"02";"1394"
2021;"Hépato-gastro-entérologues";"62";"1537"
2021;"Hépato-gastro-entérologues";"10";"1616"
2021;"Hépato-gastro-entérologues";"51";"1564"
2021;"Hépato-gastro-entérologues";"52";"NS"
2021;"Hépato-gastro-entérologues";"44";"1799"
2021;"Hépato-gastro-entérologues";"72";"1840"
2021;"Hépato-gastro-entérologues";"85";"1420"
2021;"Hépato-gastro-entérologues";"17";"1533"
2021;"Hépato-gastro-entérologues";"24";"2137"
2021;"Hépato-gastro-entérologues";"33";"1311"
2021;"Hépato-gastro-entérologues";"87";"2528"
2021;"Hépato-gastro-entérologues";"09";"NS"
2021;"Hépato-gastro-entérologues";"11";"1643"
2021;"Hépato-gastro-entérologues";"31";"1526"
2021;"Hépato-gastro-entérologues";"48";"NS"
2021;"Hépato-gastro-entérologues";"66";"1694"
2021;"Hépato-gastro-entérologues";"03";"1540"
2021;"Hépato-gastro-entérologues";"73";"1317"
2021;"Hépato-gastro-entérologues";"04";"1091"
2021;"Hépato-gastro-entérologues";"05";"NS"
2021;"Hépato-gastro-entérologues";"2A";"1211"
2021;"Hépato-gastro-entérologues";"2B";"2211"
2021;"Infirmiers";"971";"111"
2021;"Infirmiers";"75";"245"
2021;"Infirmiers";"91";"421"
2021;"Infirmiers";"92";"302"
2021;"Infirmiers";"93";"270"
2021;"Infirmiers";"94";"337"
2021;"Infirmiers";"28";"774"
2021;"Infirmiers";"36";"562"
2021;"Infirmiers";"41";"653"
2021;"Infirmiers";"25";"382"
2021;"Infirmiers";"39";"539"
2021;"Infirmiers";"70";"506"
2021;"Infirmiers";"89";"541"
2021;"Infirmiers";"90";"370"
2021;"Infirmiers";"27";"748"
2021;"Infirmiers";"54";"371"
2021;"Infirmiers";"55";"553"
2021;"Infirmiers";"68";"351"
2021;"Infirmiers";"44";"575"
2021;"Infirmiers";"49";"596"
2021;"Infirmiers";"72";"784"
2021;"Infirmiers";"22";"478"
2021;"Infirmiers";"29";"375"
2021;"Infirmiers";"17";"436"
2021;"Infirmiers";"19";"317"
2021;"Infirmiers";"23";"361"
2021;"Infirmiers";"24";"424"
2021;"Infirmiers";"11";"286"
2021;"Infirmiers";"12";"325"
2021;"Infirmiers";"30";"232"
2021;"Infirmiers";"31";"242"
2021;"Infirmiers";"34";"243"
2021;"Infirmiers";"48";"441"
2021;"Infirmiers";"82";"311"
2021;"Infirmiers";"26";"278"
2021;"Infirmiers";"42";"442"
2021;"Infirmiers";"43";"450"
2021;"Infirmiers";"73";"545"
2021;"Infirmiers";"83";"204"
2021;"Infirmiers";"84";"215"
2021;"Infirmiers";"2A";"185"
2021;"Masseurs-kinésithérapeutes";"971";"169"
2021;"Masseurs-kinésithérapeutes";"75";"182"
2021;"Masseurs-kinésithérapeutes";"92";"192"
2021;"Masseurs-kinésithérapeutes";"93";"243"
2021;"Masseurs-kinésithérapeutes";"37";"222"
2021;"Masseurs-kinésithérapeutes";"21";"204"
2021;"Masseurs-kinésithérapeutes";"71";"224"
2021;"Masseurs-kinésithérapeutes";"89";"232"
2021;"Masseurs-kinésithérapeutes";"14";"237"
2021;"Masseurs-kinésithérapeutes";"27";"225"
2021;"Masseurs-kinésithérapeutes";"61";"208"
2021;"Masseurs-kinésithérapeutes";"02";"238"
2021;"Masseurs-kinésithérapeutes";"51";"235"
2021;"Masseurs-kinésithérapeutes";"68";"206"
2021;"Masseurs-kinésithérapeutes";"49";"235"
2021;"Masseurs-kinésithérapeutes";"22";"228"
2021;"Masseurs-kinésithérapeutes";"29";"207"
2021;"Masseurs-kinésithérapeutes";"16";"234"
2021;"Masseurs-kinésithérapeutes";"17";"202"
2021;"Masseurs-kinésithérapeutes";"24";"211"
2021;"Masseurs-kinésithérapeutes";"40";"203"
2021;"Masseurs-kinésithérapeutes";"79";"231"
2021;"Masseurs-kinésithérapeutes";"09";"221"
2021;"Masseurs-kinésithérapeutes";"30";"233"
2021;"Masseurs-kinésithérapeutes";"31";"251"
2021;"Masseurs-kinésithérapeutes";"46";"197"
2021;"Masseurs-kinésithérapeutes";"66";"196"
2021;"Masseurs-kinésithérapeutes";"01";"203"
2021;"Masseurs-kinésithérapeutes";"26";"177"
2021;"Masseurs-kinésithérapeutes";"38";"184"
2021;"Masseurs-kinésithérapeutes";"63";"200"
2021;"Masseurs-kinésithérapeutes";"05";"138"
2021;"Masseurs-kinésithérapeutes";"06";"206"
2021;"Masseurs-kinésithérapeutes";"2A";"184"
2021;"Masseurs-kinésithérapeutes";"2B";"172"
2021;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"972";"1699"
